gross,genres,month
19076815,War,2
25093607,Action,9
25093607,Crime,9
25093607,Thriller,9
18990542,Action,2
18990542,Sci-Fi,2
18990542,Sport,2
14294842,Action,9
14294842,Crime,9
14294842,Sci-Fi,9
14294842,Thriller,9
19819494,Action,1
19819494,Crime,1
19819494,Drama,1
19819494,Thriller,1
13596911,Action,8
13596911,Adventure,8
13596911,Animation,8
13596911,Comedy,8
13596911,Crime,8
13596911,Family,8
13596911,Fantasy,8
8460990,Adventure,6
8460990,Animation,6
8460990,Family,6
8460990,Fantasy,6
8460990,Musical,6
7097125,Action,1
7097125,Crime,1
7097125,Drama,1
7097125,Mystery,1
7097125,Thriller,1
37760080,Action,4
37760080,Adventure,4
37760080,Mystery,4
37760080,Sci-Fi,4
37760080,Thriller,4
5851188,Crime,3
5851188,Mystery,3
5851188,Thriller,3
25121291,Action,7
25121291,Crime,7
25121291,Mystery,7
25121291,Sci-Fi,7
25121291,Thriller,7
18821279,Action,1
18821279,Adventure,1
18821279,Fantasy,1
118471320,Action,5
118471320,Drama,5
118471320,Thriller,5
300523113,Adventure,6
300523113,Drama,6
300523113,Fantasy,6
300523113,Romance,6
71069884,Crime,7
71069884,Drama,7
71069884,Thriller,7
251501645,Animation,6
251501645,Comedy,6
251501645,Family,6
35324232,Action,NA
35324232,Comedy,NA
35324232,Crime,NA
35324232,Drama,NA
35324232,Thriller,NA
81257500,Comedy,6
617840,Adventure,5
617840,Drama,5
617840,History,5
617840,Romance,5
29655590,Action,7
29655590,Comedy,7
29655590,Fantasy,7
29655590,Sci-Fi,7
45045037,Comedy,2
45045037,Romance,2
28965197,Biography,10
28965197,Drama,10
28965197,Thriller,10
27550735,Action,1
27550735,Drama,1
27550735,History,1
27550735,Thriller,1
39380442,Action,10
39380442,Drama,10
39380442,Thriller,10
72980108,Comedy,7
37516013,Action,6
37516013,Fantasy,6
37516013,Horror,6
87704396,Action,NA
87704396,Crime,NA
87704396,Romance,NA
87704396,Thriller,NA
83892374,Drama,6
83892374,Mystery,6
83892374,Sci-Fi,6
83892374,Thriller,6
5932060,Action,4
5932060,Adventure,4
5932060,Fantasy,4
5932060,War,4
216119491,Action,7
216119491,Drama,7
216119491,War,7
43568507,Action,3
43568507,Crime,3
43568507,Drama,3
43568507,Thriller,3
182805123,Comedy,12
182805123,Fantasy,12
182805123,Romance,12
176387405,Adventure,3
176387405,Animation,3
176387405,Comedy,3
176387405,Family,3
33685268,Drama,3
33685268,Horror,3
33685268,Sci-Fi,3
33685268,Thriller,3
182204440,Biography,10
182204440,Drama,10
182204440,History,10
182204440,War,10
171383253,Action,3
171383253,Sci-Fi,3
172071312,Adventure,6
172071312,Drama,6
172071312,History,6
119412921,Action,5
119412921,Action,5
119412921,Sci-Fi,5
119412921,Sci-Fi,5
139225854,Comedy,10
139225854,Family,10
139225854,Fantasy,10
148775460,Drama,12
148775460,Musical,12
148775460,Romance,12
115731542,Comedy,12
115731542,Drama,12
115731542,Romance,12
100468793,Comedy,7
93771072,Action,7
93771072,Adventure,7
93771072,Comedy,7
93771072,Romance,7
93771072,Thriller,7
93771072,Western,7
100448498,Comedy,10
100448498,Drama,10
115603980,Biography,11
115603980,Biography,11
115603980,Drama,11
115603980,Drama,11
115603980,Sport,11
115603980,Sport,11
115603980,War,11
115603980,War,11
90454043,Action,8
90454043,Adventure,8
90454043,Thriller,8
84049211,Action,NA
84049211,Adventure,NA
84049211,Thriller,NA
70450000,Action,2
70450000,Crime,2
70450000,Thriller,2
69688384,Comedy,6
69688384,Family,6
69688384,Fantasy,6
70236496,Drama,8
70236496,History,8
70236496,Thriller,8
63695760,Drama,12
59617068,Comedy,5
59617068,Romance,5
55637680,Drama,7
55637680,Mystery,7
55637680,Thriller,7
85911262,Comedy,12
85911262,Drama,12
85911262,Family,12
85911262,Musical,12
53846915,Comedy,2
53846915,Crime,2
53846915,Drama,2
53846915,Romance,2
54758461,Action,1
54758461,Comedy,1
54758461,Romance,1
52397389,Action,12
52397389,Adventure,12
52397389,Fantasy,12
52397389,Horror,12
52397389,Sci-Fi,12
52397389,Thriller,12
38966057,Comedy,3
38966057,Drama,3
42345531,Action,9
42345531,Horror,9
42345531,Sci-Fi,9
42345531,Thriller,9
36064910,Action,8
36064910,Sci-Fi,8
36064910,Thriller,8
33328051,Action,10
33328051,Crime,10
33328051,Drama,10
33328051,Mystery,10
33328051,Thriller,10
32598931,Action,12
32598931,Drama,12
32598931,Thriller,12
28045540,Action,11
28045540,Adventure,11
28045540,Comedy,11
28045540,Family,11
28045540,Fantasy,11
28045540,Sci-Fi,11
37023395,Drama,9
43532294,Drama,12
43532294,Sport,12
17218080,Action,5
17218080,Adventure,5
17218080,Comedy,5
10014234,Comedy,10
10014234,Crime,10
19059018,Action,1
19059018,Fantasy,1
19059018,Sci-Fi,1
19059018,Thriller,1
1987287,Crime,9
1987287,Drama,9
24407944,Action,1
24407944,Crime,1
24407944,Fantasy,1
24407944,Thriller,1
13750556,Action,8
13750556,Crime,8
13750556,Thriller,8
31054924,Drama,10
31054924,Mystery,10
31054924,Romance,10
43247140,Adventure,9
43247140,Biography,9
43247140,Drama,9
43247140,History,9
43247140,Sport,9
43247140,Thriller,9
2208939,Crime,9
2208939,Drama,9
2208939,Fantasy,9
213079163,Action,7
213079163,Comedy,7
213079163,Crime,7
19548064,Action,10
19548064,Animation,10
19548064,Comedy,10
19548064,Family,10
19548064,Sci-Fi,10
356784000,Adventure,6
356784000,Sci-Fi,6
356784000,Thriller,6
25052000,Adventure,6
25052000,Biography,6
25052000,Crime,6
25052000,Drama,6
25052000,Western,6
122012710,Action,8
122012710,Crime,8
122012710,Drama,8
122012710,Thriller,8
72413,Action,2
72413,Adventure,2
72413,Drama,2
72413,History,2
58255287,Comedy,7
58255287,Crime,7
77086030,Action,4
77086030,War,4
65000000,Comedy,11
65000000,Drama,11
65000000,Romance,11
32178777,Comedy,6
32178777,Romance,6
32178777,Sport,6
15738632,Action,2
15738632,Comedy,2
15738632,Crime,2
15738632,Thriller,2
54116191,Crime,12
54116191,Drama,12
54116191,Mystery,12
54116191,Thriller,12
54116191,Western,12
118153533,Comedy,3
118153533,Sport,3
108012170,Adventure,3
108012170,Animation,3
108012170,Comedy,3
108012170,Family,3
108012170,Fantasy,3
210592590,Action,12
210592590,Drama,12
210592590,Fantasy,12
210592590,War,12
279167575,Comedy,12
279167575,Romance,12
143151473,Comedy,12
143151473,Drama,12
143151473,Family,12
136801374,Crime,12
136801374,Drama,12
136801374,Fantasy,12
136801374,Mystery,12
168213584,Action,2
168213584,Adventure,2
168213584,Comedy,2
135381507,Adventure,10
135381507,Animation,10
135381507,Comedy,10
135381507,Family,10
135381507,Sci-Fi,10
167735396,Crime,9
167735396,Drama,9
167735396,Mystery,9
167735396,Thriller,9
121468960,Action,6
121468960,Mystery,6
121468960,Thriller,6
106635996,Action,11
106635996,Adventure,11
106635996,Thriller,11
102678089,Drama,6
102678089,Mystery,6
102678089,Thriller,6
125603360,Comedy,NA
125603360,Drama,NA
125603360,Sci-Fi,NA
101217900,Adventure,12
101217900,Animation,12
101217900,Biography,12
101217900,Drama,12
101217900,Family,12
101217900,Fantasy,12
101217900,Musical,12
104148781,Comedy,5
104148781,Family,5
75573300,Action,7
75573300,Comedy,7
75573300,Crime,7
75573300,Drama,7
75573300,Thriller,7
93375151,Action,6
93375151,Comedy,6
93375151,Family,6
93375151,Fantasy,6
106126012,Action,5
106126012,Crime,5
106126012,Thriller,5
93307796,Comedy,12
93307796,Romance,12
90646554,Adventure,9
90646554,Animation,9
90646554,Comedy,9
90646554,Family,9
109176215,Comedy,10
82670733,Action,6
82670733,Drama,6
82670733,Sport,6
82569532,Adventure,12
82569532,Comedy,12
82569532,Family,12
81687587,Action,9
81687587,Sci-Fi,9
81687587,Thriller,9
80574010,Drama,8
80574010,Romance,8
75764085,Comedy,12
75764085,Drama,12
75764085,Fantasy,12
75764085,Romance,12
90356857,Action,9
90356857,Comedy,9
90356857,Crime,9
90356857,Thriller,9
75530832,Drama,12
75530832,Sport,12
75370763,Drama,5
75370763,Romance,5
75370763,Western,5
100003492,Crime,8
100003492,Drama,8
100003492,Thriller,8
90341670,Action,4
90341670,Adventure,4
90341670,Fantasy,4
90341670,Thriller,4
74540762,Action,9
74540762,Drama,9
74540762,Thriller,9
80033643,Action,12
80033643,Action,12
80033643,Crime,12
80033643,Crime,12
80033643,Mystery,12
80033643,Mystery,12
80033643,Thriller,12
80033643,Thriller,12
73648142,Action,7
73648142,Sci-Fi,7
73648142,Thriller,7
71844424,Documentary,10
71844424,Music,10
75638743,Drama,9
75638743,Thriller,9
66734992,Action,1
66734992,Adventure,1
66734992,Comedy,1
66734992,Crime,1
75280058,Animation,2
75280058,Family,2
75280058,Fantasy,2
64505912,Sci-Fi,6
64505912,Thriller,6
77862546,Action,4
77862546,Crime,4
77862546,Drama,4
77862546,Thriller,4
61112916,Comedy,3
61112916,Family,3
61112916,Fantasy,3
88200225,Comedy,2
88200225,Crime,2
60573641,Comedy,11
60573641,Family,11
59035104,Action,3
59035104,Fantasy,3
59035104,Horror,3
59035104,Sci-Fi,3
56702901,Drama,12
55994557,Adventure,8
55994557,Animation,8
55994557,Comedy,8
55994557,Family,8
55994557,Fantasy,8
54910560,Action,11
54910560,Adventure,11
54910560,Crime,11
54910560,Thriller,11
53789313,Action,12
53789313,Mystery,12
53789313,Sci-Fi,12
53789313,Thriller,12
51045801,Drama,3
51045801,Romance,3
50818750,Adventure,12
50818750,Animation,12
50818750,Comedy,12
50818750,Family,12
50818750,Fantasy,12
50189179,Action,9
50189179,Comedy,9
50189179,Sci-Fi,9
50024083,Action,7
50024083,Thriller,7
50549107,Action,1
50549107,Drama,1
50549107,Thriller,1
56443482,Biography,12
56443482,Comedy,12
56443482,Drama,12
62401264,Action,3
62401264,Crime,3
62401264,Drama,3
62401264,Thriller,3
47748610,Action,11
47748610,Horror,11
47748610,Sci-Fi,11
46975183,Action,3
46975183,Crime,3
46975183,Drama,3
46975183,Mystery,3
46975183,Thriller,3
50807639,Adventure,8
50807639,Animation,8
50807639,Comedy,8
50807639,Family,8
50807639,Fantasy,8
46611204,Comedy,10
46611204,Drama,10
46611204,Fantasy,10
46611204,Romance,10
257756197,Action,2
257756197,Adventure,2
257756197,Animation,2
257756197,Comedy,2
257756197,Family,2
257756197,Fantasy,2
48472213,Action,3
48472213,Comedy,3
48472213,Crime,3
43060566,Action,7
43060566,Adventure,7
43060566,Fantasy,7
43060566,Sci-Fi,7
43060566,Thriller,7
45996718,Action,1
45996718,Crime,1
45996718,Drama,1
45996718,Thriller,1
43337279,Adventure,6
43337279,Comedy,6
37479778,Biography,12
37479778,Drama,12
37479778,History,12
37479778,Sport,12
36965395,Crime,4
36965395,Drama,4
36965395,Mystery,4
36965395,Thriller,4
40559930,Comedy,3
40559930,Crime,3
40559930,Romance,3
40559930,Thriller,3
36830057,Comedy,2
36830057,Family,2
36830057,Sci-Fi,2
36279230,Action,4
36279230,Crime,4
36279230,Thriller,4
42194060,Adventure,11
42194060,Animation,11
42194060,Comedy,11
42194060,Family,11
42194060,Sci-Fi,11
43119879,Action,12
43119879,Adventure,12
43119879,Sci-Fi,12
43119879,Thriller,12
35096190,Comedy,9
35096190,Crime,9
35096190,Romance,9
35754555,Drama,9
35754555,Sport,9
43290977,Crime,1
43290977,Drama,1
43290977,Mystery,1
43290977,Thriller,1
33927476,Horror,1
33927476,Mystery,1
33927476,Sci-Fi,1
33927476,Thriller,1
32122249,Comedy,12
32122249,Crime,12
40076438,Action,9
40076438,Crime,9
40076438,Drama,9
40076438,Mystery,9
40076438,Thriller,9
32940507,Action,4
32940507,Action,4
32940507,Crime,4
32940507,Crime,4
32940507,Drama,4
32940507,Drama,4
32940507,Thriller,4
32940507,Thriller,4
31670931,Biography,4
31670931,Drama,4
31670931,Music,4
30695227,Drama,10
30695227,Fantasy,10
30695227,Sport,10
32522352,Adventure,9
32522352,Comedy,9
32522352,Drama,9
32522352,Music,9
28424210,Animation,6
28424210,Comedy,6
28424210,Family,6
28424210,Fantasy,6
26082914,Action,4
26082914,Adventure,4
26082914,Crime,4
26082914,Thriller,4
29136626,Action,NA
29136626,Fantasy,NA
29136626,Horror,NA
29136626,Sci-Fi,NA
29136626,Thriller,NA
26288320,Adventure,6
26288320,Animation,6
26288320,Comedy,6
26288320,Drama,6
26288320,Family,6
26288320,Fantasy,6
26288320,Romance,6
26616590,Horror,8
26616590,Sci-Fi,8
26616590,Thriller,8
623279547,Action,4
623279547,Action,4
623279547,Adventure,4
623279547,Adventure,4
623279547,Sci-Fi,4
623279547,Sci-Fi,4
30063805,Drama,2
30063805,Fantasy,2
30063805,Mystery,2
30063805,Romance,2
30063805,Thriller,2
22518325,Crime,8
22518325,Drama,8
22518325,Mystery,8
22518325,Thriller,8
13082288,Action,9
13082288,Adventure,9
13082288,Drama,9
13082288,History,9
13082288,Romance,9
13082288,War,9
18208078,Action,10
18208078,Drama,10
18208078,Thriller,10
14218868,Horror,1
14218868,Sci-Fi,1
14218868,Thriller,1
22451,Drama,2
22451,Fantasy,2
22451,Mystery,2
22451,Romance,2
31165421,Fantasy,8
31165421,Horror,8
31165421,Mystery,8
31165421,Romance,8
11802056,Adventure,7
11802056,Comedy,7
11802056,Family,7
11802056,Romance,7
11802056,Sci-Fi,7
25472967,Drama,6
25472967,Horror,6
25472967,Thriller,6
22362500,Comedy,NA
22362500,Drama,NA
17281832,Adventure,12
17281832,Family,12
17281832,Fantasy,12
19781879,Action,12
19781879,Crime,12
19781879,Fantasy,12
19781879,Thriller,12
7605668,Action,1
7605668,Comedy,1
7605668,Mystery,1
7605668,Romance,1
4535117,Action,4
4535117,Adventure,4
4535117,Fantasy,4
4535117,Thriller,4
4426297,Adventure,10
4426297,Drama,10
4426297,Romance,10
4426297,War,10
10166502,Action,8
10166502,Drama,8
10166502,War,8
363024263,Action,1
363024263,Adventure,1
363024263,Comedy,1
363024263,Romance,1
363024263,Sci-Fi,1
12065985,Comedy,10
12065985,Drama,10
350123553,Action,11
350123553,Biography,11
350123553,Drama,11
350123553,History,11
350123553,Thriller,11
350123553,War,11
80021740,Adventure,10
80021740,Adventure,10
80021740,Comedy,10
80021740,Comedy,10
80021740,Family,10
80021740,Family,10
80021740,Fantasy,10
80021740,Fantasy,10
80021740,Horror,10
80021740,Horror,10
48291624,Comedy,9
48291624,Fantasy,9
48291624,Romance,9
35231365,Comedy,4
35231365,Family,4
35231365,Romance,4
35231365,Sci-Fi,4
53715611,Action,5
53715611,Adventure,5
53715611,Thriller,5
53715611,War,5
31199215,Comedy,3
31199215,Drama,3
31199215,Romance,3
31199215,Sport,3
29580087,Comedy,12
29580087,Drama,12
29580087,Romance,12
44665963,Comedy,5
60128566,Action,9
60128566,Adventure,9
60128566,Horror,9
60128566,Sci-Fi,9
49875589,Action,1
49875589,Adventure,1
49875589,Drama,1
49875589,History,1
49875589,War,1
60984028,Drama,10
60984028,Mystery,10
60984028,Thriller,10
36931089,Comedy,6
51317350,Action,5
51317350,Adventure,5
51317350,Fantasy,5
28328132,Action,11
28328132,Comedy,11
28328132,Crime,11
28328132,Drama,11
51774002,Action,12
51774002,Fantasy,12
51774002,Thriller,12
25528495,Drama,4
25528495,Music,4
25528495,Romance,4
25528495,War,4
113006880,Action,3
113006880,Comedy,3
113006880,Drama,3
113006880,Family,3
113006880,Thriller,3
45860039,Action,3
45860039,Crime,3
329691196,Comedy,6
329691196,Drama,6
217326336,Animation,12
217326336,Comedy,12
217326336,Family,12
217326336,Fantasy,12
217326336,Music,12
166225040,Comedy,10
141600000,Adventure,6
141600000,Animation,6
141600000,Drama,6
141600000,Family,6
141600000,History,6
141600000,Musical,6
141600000,Romance,6
134218018,Action,12
134218018,Adventure,12
134218018,Drama,12
134218018,Romance,12
134218018,Sci-Fi,12
128769345,Comedy,6
128769345,Romance,6
128769345,Sci-Fi,6
177575142,Comedy,2
177575142,Romance,2
105263257,Action,7
105263257,Adventure,7
105263257,Comedy,7
105263257,Family,7
105263257,Romance,7
104354205,Comedy,7
104354205,Romance,7
107100855,Biography,9
107100855,Drama,9
107100855,Thriller,9
98711404,Comedy,4
98711404,Crime,4
98711404,Romance,4
98711404,Thriller,4
100328194,Comedy,5
100328194,Family,5
100328194,Fantasy,5
101530738,Action,9
101530738,Crime,9
101530738,Thriller,9
93815117,Comedy,12
93815117,Drama,12
93815117,Romance,12
91400000,Action,NA
91400000,Drama,NA
91400000,Thriller,NA
91400000,War,NA
162586036,Biography,12
162586036,Drama,12
89706988,Drama,9
89706988,Mystery,9
89706988,Thriller,9
83000000,Drama,11
83000000,Thriller,11
78745923,Drama,4
78745923,Fantasy,4
78745923,Romance,4
70098138,Action,9
66365290,Comedy,8
66207920,Action,4
66207920,Crime,4
66207920,Drama,4
66207920,Thriller,4
63408614,Action,12
63408614,Comedy,12
63408614,Crime,12
63408614,Thriller,12
58422650,Comedy,7
58422650,Fantasy,7
58422650,Horror,7
56932305,Action,5
56932305,Adventure,5
56932305,Comedy,5
56932305,Western,5
68750000,Action,3
68750000,Adventure,3
68750000,Thriller,3
68218041,Comedy,6
68218041,Family,6
68218041,Fantasy,6
25040293,Action,NA
25040293,Adventure,NA
25040293,Fantasy,NA
55747724,Adventure,10
55747724,Animation,10
55747724,Comedy,10
55747724,Family,10
55473600,Action,5
55473600,Horror,5
55473600,Sci-Fi,5
49994804,Biography,12
49994804,Drama,12
49994804,History,12
49994804,Musical,12
41609593,Action,NA
41609593,Adventure,NA
41609593,Crime,NA
41609593,Thriller,NA
38553833,Adventure,10
38553833,Drama,10
38553833,Horror,10
38553833,Thriller,10
76137505,Animation,11
76137505,Comedy,11
76137505,Family,11
76137505,Fantasy,11
34350553,Action,7
34350553,Action,7
34350553,Comedy,7
34350553,Comedy,7
34350553,Sci-Fi,7
34350553,Sci-Fi,7
34238611,Action,3
34238611,Crime,3
34238611,Drama,3
34238611,Thriller,3
34098563,Drama,6
34098563,Thriller,6
33828318,Comedy,12
33472850,Comedy,2
33472850,Sport,2
31051126,Adventure,3
31051126,Animation,3
31051126,Comedy,3
31051126,Family,3
35707327,Crime,5
35707327,Drama,5
35707327,Mystery,5
35707327,Thriller,5
20550712,Action,8
20550712,Drama,8
20550712,Sci-Fi,8
20550712,Thriller,8
18573791,Action,8
18573791,Drama,8
18573791,Sport,8
18573791,Thriller,8
51225796,Drama,12
51225796,Musical,12
51225796,Romance,12
51225796,Thriller,12
16264475,Biography,9
16264475,Drama,9
16264475,History,9
16264475,War,9
25857987,Action,12
25857987,Sci-Fi,12
12870569,Drama,2
12870569,History,2
12870569,War,2
11466088,Action,1
11466088,Thriller,1
16088610,Comedy,6
16088610,Drama,6
16088610,Family,6
16088610,Fantasy,6
51178893,Adventure,3
51178893,Comedy,3
51178893,Crime,3
51178893,Family,3
51178893,Musical,3
6768055,Action,7
6768055,Adventure,7
6768055,Comedy,7
6768055,Family,7
6768055,Sci-Fi,7
39440655,Drama,11
39440655,Music,11
39440655,Musical,11
39440655,Romance,11
6167817,Drama,10
6167817,Mystery,10
6167817,Romance,10
6167817,War,10
81645152,Action,3
81645152,Horror,3
81645152,Sci-Fi,3
81645152,Thriller,3
69951824,Drama,12
69951824,Romance,12
9483821,Action,11
9483821,Thriller,11
66676062,Crime,12
66676062,Drama,12
26838389,Comedy,9
26838389,Drama,9
26838389,Romance,9
75604320,Comedy,7
75604320,Romance,7
108200000,Action,12
108200000,Adventure,12
108200000,Romance,12
108200000,Sci-Fi,12
5660084,Comedy,7
5660084,Crime,7
5660084,Romance,7
7221458,Drama,9
7221458,Thriller,9
70327868,Action,6
70327868,Crime,6
70327868,Thriller,6
58297830,Adventure,11
58297830,Animation,11
58297830,Drama,11
58297830,Family,11
58297830,Fantasy,11
58297830,Musical,11
58297830,Mystery,11
58297830,Romance,11
57386369,Drama,5
57386369,Musical,5
57386369,Romance,5
45207112,Crime,10
45207112,Mystery,10
45207112,Thriller,10
62563543,Biography,9
62563543,Crime,9
62563543,Drama,9
33574332,Drama,10
33574332,History,10
33574332,War,10
73343413,Crime,9
73343413,Drama,9
73343413,Thriller,9
25031037,Action,3
25031037,Horror,3
25031037,Thriller,3
22843047,Drama,10
22843047,History,10
22843047,Horror,10
5755286,Drama,5
5755286,Romance,5
5755286,Sport,5
164435221,Biography,12
164435221,Crime,12
164435221,Drama,12
95720716,Drama,12
95720716,History,12
95720716,Thriller,12
118683135,Comedy,5
118683135,Drama,5
118683135,Romance,5
143704210,Comedy,6
143704210,Family,6
143704210,Musical,6
143704210,Romance,6
110476776,Comedy,2
110476776,Romance,2
80270227,Action,7
80270227,Adventure,7
80270227,Comedy,7
36385763,Drama,12
36385763,War,12
37035845,Comedy,8
37035845,Fantasy,8
34580635,Biography,12
34580635,Comedy,12
34580635,Drama,12
42438300,Biography,4
42438300,Crime,4
42438300,Drama,4
23324666,Action,2
23324666,Thriller,2
23020488,Action,4
23020488,Comedy,4
23020488,Fantasy,4
90567722,Comedy,NA
72601713,Animation,8
72601713,Comedy,8
72601713,Family,8
35092918,Comedy,11
35092918,Family,11
296623634,Adventure,11
296623634,Drama,11
296623634,Fantasy,11
296623634,Romance,11
267652016,Adventure,4
267652016,Animation,4
267652016,Comedy,4
267652016,Family,4
267652016,Fantasy,4
62453315,Romance,2
62453315,Sci-Fi,2
62453315,Thriller,2
165500000,Action,6
165500000,Adventure,6
165500000,Drama,6
165500000,Romance,6
153620822,Comedy,12
153620822,Drama,12
153620822,Romance,12
153620822,Sport,12
218628680,Comedy,6
218628680,Fantasy,6
147637474,Comedy,12
147637474,Drama,12
147637474,Romance,12
135014968,Biography,10
135014968,Comedy,10
135014968,Drama,10
135014968,Romance,10
2175312,Comedy,11
126203320,Comedy,6
126203320,Romance,6
126975169,Mystery,6
126975169,Sci-Fi,6
126975169,Thriller,6
125548685,Biography,NA
125548685,Drama,NA
105807520,Comedy,1
105807520,Romance,1
191616238,Action,6
191616238,Comedy,6
191616238,Crime,6
105264608,Drama,11
105264608,Fantasy,11
105264608,Horror,11
97680195,Comedy,12
97680195,Romance,12
126088877,Action,6
126088877,Comedy,6
126088877,Crime,6
91030827,Comedy,12
91030827,Drama,12
150315155,Comedy,12
150315155,Family,12
127997349,Adventure,12
127997349,Comedy,12
127997349,Drama,12
127997349,Fantasy,12
127997349,Musical,12
88504640,Crime,3
88504640,Drama,3
88504640,Mystery,3
88504640,Thriller,3
81517441,Action,2
81517441,Crime,2
81517441,Drama,2
81517441,Thriller,2
81022333,Action,6
81022333,Adventure,6
81022333,Mystery,6
81022333,Sci-Fi,6
75621915,Comedy,11
75621915,Drama,11
75621915,Family,11
79948113,Drama,3
79948113,Mystery,3
79948113,Sci-Fi,3
79948113,Thriller,3
88658172,Comedy,3
88658172,Romance,3
75888270,Horror,3
75888270,Mystery,3
84244877,Comedy,7
84244877,Drama,7
84244877,Romance,7
75367693,Animation,6
75367693,Comedy,6
75367693,Family,6
75367693,Fantasy,6
73701902,Comedy,11
73701902,Family,11
75605492,Biography,9
75605492,Drama,9
75605492,Sport,9
67823573,Action,3
67823573,Drama,3
67823573,Thriller,3
91439400,Action,1
91439400,Mystery,1
91439400,Thriller,1
67128202,Action,3
67128202,Adventure,3
67128202,Family,3
67128202,Fantasy,3
67128202,Sci-Fi,3
67128202,Thriller,3
70496802,Action,12
70496802,Drama,12
70496802,Thriller,12
60470220,Action,1
60470220,Adventure,1
60470220,Comedy,1
58336565,Adventure,1
58336565,Animation,1
58336565,Comedy,1
58336565,Family,1
66002004,Adventure,6
66002004,Comedy,6
66002004,Family,6
66002004,Fantasy,6
66002004,Romance,6
66002004,Sport,6
54997476,Crime,9
54997476,Drama,9
54997476,Mystery,9
54997476,Thriller,9
55682070,Action,1
55682070,Fantasy,1
55682070,Horror,1
52752475,Drama,5
52752475,Thriller,5
55092830,Action,2
55092830,Adventure,2
55092830,Sci-Fi,2
55092830,Thriller,2
50815288,Drama,11
50815288,Drama,11
50815288,Thriller,11
50815288,Thriller,11
52822418,Action,1
52822418,Drama,1
52822418,Thriller,1
52822418,War,1
50150619,Adventure,10
50150619,Animation,10
50150619,Comedy,10
50150619,Family,10
50150619,Fantasy,10
50150619,Romance,10
48745150,Crime,2
48745150,Thriller,2
50007168,Action,2
50007168,Crime,2
50007168,Drama,2
50007168,Thriller,2
48154732,Action,8
48154732,Drama,8
48154732,War,8
48265581,Drama,9
48265581,Mystery,9
48265581,Thriller,9
46982632,Adventure,4
46982632,Horror,4
46982632,Mystery,4
44737059,Comedy,8
44737059,Sport,8
56724080,Comedy,4
44484065,Action,7
44484065,Crime,7
44484065,Drama,7
44484065,Mystery,7
44484065,Thriller,7
47553512,Action,7
47553512,Thriller,7
42610000,Action,5
42610000,Comedy,5
42610000,Crime,5
42610000,Thriller,5
41482207,Comedy,6
41482207,Fantasy,6
41482207,Horror,6
47105085,Crime,9
47105085,Drama,9
41256277,Action,9
41256277,Thriller,9
50740078,Action,8
50740078,Horror,8
50740078,Sci-Fi,8
50740078,Thriller,8
40203020,Comedy,10
40203020,Drama,10
40203020,Romance,10
40905277,Crime,9
40905277,Drama,9
40905277,Romance,9
40905277,Thriller,9
38590500,Action,2
38590500,Adventure,2
38590500,Thriller,2
39177541,Action,6
39177541,Adventure,6
39177541,Family,6
39177541,Fantasy,6
39778599,Adventure,2
39778599,Drama,2
39778599,Thriller,2
37486138,Comedy,5
37486138,Drama,5
37486138,Romance,5
38105077,Action,9
38105077,Crime,9
38105077,Thriller,9
35168395,Drama,9
35168395,Romance,9
35168395,Sport,9
32800000,Comedy,6
32800000,Crime,6
32800000,Drama,6
32800000,Thriller,6
33643461,Comedy,5
33643461,Family,5
32741596,Drama,9
32741596,Fantasy,9
31874869,Crime,4
31874869,Crime,4
31874869,Mystery,4
31874869,Mystery,4
31874869,Thriller,4
31874869,Thriller,4
30306268,Action,10
30306268,Crime,10
30306268,Thriller,10
27667947,Crime,2
27667947,Drama,2
27667947,Thriller,2
27067160,Comedy,10
27067160,Drama,10
27067160,Romance,10
26616999,Action,3
26616999,Action,5
26616999,Adventure,3
26616999,Adventure,5
26616999,Romance,3
26616999,Romance,5
26616999,Sci-Fi,3
26616999,Sci-Fi,5
26616999,Thriller,3
26616999,Thriller,5
26536120,Action,3
26536120,Crime,3
26536120,Drama,3
26536120,Mystery,3
26536120,Thriller,3
26199517,Action,8
26199517,Crime,8
26199517,Drama,8
26199517,Mystery,8
26199517,Thriller,8
25450527,Action,2
25450527,Crime,2
25450527,Drama,2
25450527,Mystery,2
25450527,Thriller,2
25407250,Action,NA
25407250,Adventure,NA
25407250,Sci-Fi,NA
25407250,Thriller,NA
23159305,Action,7
23159305,Adventure,7
23159305,Animation,7
23159305,Comedy,7
23159305,Drama,7
23159305,Family,7
23159305,Sci-Fi,7
24006726,Adventure,11
24006726,Comedy,11
24006726,Drama,11
20389967,Action,6
20389967,Biography,6
20389967,Drama,6
20389967,History,6
20389967,War,6
19593740,Crime,2
19593740,Drama,2
19593740,Thriller,2
19118247,Action,2
19118247,Comedy,2
26442251,Action,3
26442251,Crime,3
26442251,Drama,3
26442251,Thriller,3
17114882,Crime,9
17114882,Mystery,9
17114882,Thriller,9
18472363,Action,9
18472363,Adventure,9
18472363,Crime,9
18472363,Thriller,9
14131298,Adventure,10
14131298,Biography,10
14131298,Drama,10
14131298,History,10
14131298,War,10
21557240,Adventure,4
21557240,Comedy,4
21557240,Fantasy,4
21283440,Drama,9
21283440,Mystery,9
21283440,Thriller,9
10556196,Crime,NA
10556196,Drama,NA
10556196,Thriller,NA
16671505,Adventure,NA
16671505,Comedy,NA
16671505,Crime,NA
16671505,Drama,NA
16671505,Family,NA
10400000,Drama,10
10400000,Romance,10
9528092,Biography,5
