gross,genres,month
87341380,Comedy,7
87341380,Crime,7
65703412,Comedy,7
65703412,Drama,7
65703412,Romance,7
58328680,Drama,8
58328680,Romance,8
58328680,Western,8
61490000,Drama,8
61490000,Horror,8
61490000,Sci-Fi,8
61490000,Thriller,8
50800000,Drama,NA
50800000,History,NA
50800000,War,NA
57859105,Mystery,8
57859105,Thriller,8
46455802,Horror,1
46455802,Thriller,1
45506619,Adventure,5
45506619,Comedy,5
45506619,Crime,5
45506619,Music,5
40168080,Action,1
40168080,Fantasy,1
40168080,Horror,1
49874933,Comedy,4
49874933,Crime,4
49874933,Drama,4
45489752,Comedy,12
45489752,Drama,12
45489752,Romance,12
36985501,Action,3
36985501,Adventure,3
36985501,Comedy,3
36985501,Sci-Fi,3
36985501,Thriller,3
33200000,Action,7
33200000,Crime,7
33200000,Drama,7
33200000,Western,7
28501651,Drama,11
28501651,Drama,11
28501651,Thriller,11
28501651,Thriller,11
23222861,Action,3
23222861,Adventure,3
23222861,Comedy,3
23222861,Family,3
23222861,Romance,3
23222861,Sci-Fi,3
54540525,Comedy,12
54540525,Romance,12
16252765,Drama,7
16252765,Mystery,7
16252765,Romance,7
16252765,Thriller,7
16005978,Crime,3
16005978,Mystery,3
16005978,Thriller,3
14469428,Comedy,2
14469428,Romance,2
13829734,Action,11
13829734,Fantasy,11
13829734,Romance,11
13829734,Sci-Fi,11
1075288,Crime,9
1075288,Drama,9
1075288,Thriller,9
7496522,Comedy,8
7496522,Crime,8
7496522,Mystery,8
7496522,Romance,8
20047715,Adventure,5
20047715,Family,5
12276810,Action,7
12276810,Mystery,7
12276810,Sci-Fi,7
12276810,Thriller,7
33565375,Drama,7
33565375,Mystery,7
33565375,Romance,7
33565375,Thriller,7
499263,Drama,2
219200000,Comedy,11
219200000,Drama,11
219200000,Family,11
219200000,Romance,11
172825435,Drama,12
148085755,Drama,12
25517500,Biography,10
25517500,Drama,10
25517500,History,10
145000989,Action,2
145000989,Thriller,2
26761283,Drama,10
26761283,Romance,10
121945720,Action,11
121945720,Drama,11
121945720,Music,11
121945720,Romance,11
96067179,Biography,11
96067179,Drama,11
96067179,History,11
169705587,Drama,8
3254172,Biography,9
3254172,Drama,9
3254172,Thriller,9
84185387,Adventure,3
84185387,Comedy,3
84185387,Family,3
84185387,Fantasy,3
84185387,Horror,3
84185387,Mystery,3
82163317,Action,8
82163317,Horror,8
82163317,Thriller,8
80920948,Action,12
80920948,Adventure,12
80920948,Animation,12
80920948,Comedy,12
80920948,Family,12
80920948,Sci-Fi,12
80034302,Action,1
80034302,Adventure,1
80034302,Horror,1
80034302,Sci-Fi,1
78656813,Action,3
78656813,Adventure,3
78656813,Comedy,3
78656813,Family,3
78656813,Sci-Fi,3
76270454,Crime,6
76270454,Drama,6
76270454,Thriller,6
74273505,Crime,5
74273505,Drama,5
74273505,Thriller,5
134141530,Action,1
134141530,Comedy,1
134141530,Crime,1
134141530,Romance,1
71500556,Comedy,4
71500556,Drama,4
71500556,Romance,4
71309760,Drama,12
71309760,Romance,12
89808372,Comedy,6
77264926,Comedy,12
77264926,Family,12
70625986,Comedy,1
70625986,Romance,1
56505065,Action,12
56505065,Biography,12
56505065,Drama,12
56505065,History,12
56505065,Romance,12
56505065,Western,12
55973336,Action,3
55973336,Crime,3
55973336,Thriller,3
54098051,Horror,2
60443237,Drama,4
60443237,Romance,4
82234139,Adventure,2
82234139,Drama,2
82234139,Family,2
82234139,Fantasy,2
51676606,Biography,9
51676606,Drama,9
51676606,Family,9
52528330,Comedy,12
52528330,Drama,12
51533608,Action,12
51533608,Adventure,12
51533608,Drama,12
51533608,Thriller,12
51097664,Drama,1
51097664,Horror,1
51097664,Mystery,1
51097664,Thriller,1
84136909,Comedy,6
46836394,Biography,9
46836394,Crime,9
46836394,Drama,9
47285499,Action,3
47285499,Adventure,3
47285499,Comedy,3
47285499,Crime,3
47285499,Family,3
47285499,Romance,3
47285499,Thriller,3
47124400,Comedy,10
47124400,Family,10
47124400,Fantasy,10
44700000,Crime,12
44700000,Drama,12
44455658,Action,7
44455658,Adventure,7
44455658,Comedy,7
44455658,Crime,7
43984230,Biography,10
43984230,Drama,10
43984230,History,10
66489425,Action,1
66489425,Crime,1
66489425,Drama,1
66489425,Thriller,1
41067398,Action,8
41067398,Comedy,8
41067398,Crime,8
41067398,Thriller,8
40218903,Drama,9
39880476,Adventure,9
39880476,Animation,9
39880476,Comedy,9
39880476,Family,9
39880476,Fantasy,9
39399750,Adventure,6
39399750,Animation,6
39399750,Comedy,6
39399750,Family,6
39399750,Fantasy,6
39399750,Musical,6
38230435,Action,NA
38230435,Comedy,NA
39008741,Comedy,5
39008741,Drama,5
39008741,Family,5
39008741,Romance,5
36833473,Action,6
36833473,Crime,6
36833473,Drama,6
36833473,Thriller,6
48237389,Comedy,8
48237389,Romance,8
36310118,Comedy,3
36447959,Biography,5
36447959,Drama,5
36447959,Sport,5
45089048,Drama,8
45089048,Romance,8
45089048,Sci-Fi,8
35990505,Comedy,3
35990505,Drama,3
35990505,Family,3
35990505,Romance,3
35143332,Horror,8
35000629,Comedy,6
35000629,Romance,6
34604054,Action,2
34604054,Crime,2
34604054,Drama,2
34604054,Thriller,2
41597830,Drama,12
41597830,Romance,12
33687630,Comedy,3
33687630,Romance,3
32553210,Comedy,3
32553210,Family,3
31526393,Action,8
31526393,Adventure,8
31526393,Horror,8
31526393,Thriller,8
41229,Crime,5
41229,Drama,5
41229,Thriller,5
31655091,Drama,10
31655091,Music,10
30012990,Biography,9
30012990,Drama,9
30012990,History,9
32368960,Comedy,10
32368960,Fantasy,10
32368960,Horror,10
32368960,Romance,10
14500000,Action,9
14500000,Drama,9
14500000,History,9
14500000,War,9
29247405,Comedy,12
29247405,Family,12
29247405,Music,12
30538669,Comedy,12
25615792,Action,5
25615792,Comedy,5
25615792,Music,5
28341469,Crime,9
28341469,Drama,9
25590119,Adventure,4
25590119,Comedy,4
25590119,Crime,4
24944213,Comedy,7
24944213,Sport,7
33631221,Crime,11
33631221,Crime,11
33631221,Drama,11
33631221,Drama,11
33631221,Thriller,11
33631221,Thriller,11
37738400,Drama,9
24381334,Comedy,3
24381334,Drama,3
24381334,Family,3
24381334,Sport,3
21835784,Comedy,4
21835784,Drama,4
21835784,Romance,4
15785632,Biography,12
15785632,Biography,12
15785632,Comedy,12
15785632,Comedy,12
15785632,Drama,12
15785632,Drama,12
15785632,Sport,12
15785632,Sport,12
21554585,Drama,4
21554585,Sport,4
22200000,Comedy,10
22200000,Drama,10
22200000,Romance,10
80014842,Drama,1
80014842,Romance,1
80014842,War,1
23527955,Action,4
23527955,Crime,4
23527955,Drama,4
23527955,Mystery,4
23527955,Thriller,4
24042490,Fantasy,11
24042490,Horror,11
24042490,Thriller,11
22466994,Action,8
22466994,Crime,8
22466994,Thriller,8
17791031,Comedy,5
17791031,Drama,5
17791031,Romance,5
17791031,Thriller,5
17718223,Comedy,NA
15361537,Action,11
15361537,Crime,11
15361537,Thriller,11
16647384,Adventure,11
16647384,Comedy,11
16647384,Family,11
16647384,Romance,11
16118077,Drama,4
15091542,Adventure,7
15091542,Family,7
15091542,Fantasy,7
15091542,Musical,7
15331289,Drama,9
15331289,History,9
15331289,Sport,9
15045676,Drama,9
15045676,Fantasy,9
15045676,Mystery,9
15045676,Thriller,9
17427926,Horror,4
14983572,Comedy,NA
14983572,Drama,NA
14983572,Romance,NA
14637490,Horror,10
14637490,Horror,10
14637490,Mystery,10
14637490,Mystery,10
14637490,Thriller,10
14637490,Thriller,10
14589444,Comedy,2
14589444,Drama,2
14589444,Romance,2
14095303,Action,9
14095303,Crime,9
14095303,Mystery,9
14095303,Romance,9
14095303,Thriller,9
13973532,Comedy,9
13973532,Comedy,9
13973532,Crime,9
13973532,Crime,9
1865774,Biography,9
1865774,Crime,9
1865774,Drama,9
1865774,History,9
1865774,Thriller,9
13920741,Comedy,8
18860403,Horror,8
18860403,Thriller,8
13038660,Drama,12
28831145,Drama,4
28831145,Sport,4
11538204,Crime,9
11538204,Drama,9
11538204,History,9
11008432,Biography,6
11008432,Drama,6
11008432,Sport,6
12188642,Biography,8
12188642,Drama,8
12188642,History,8
11100000,Action,7
11100000,Adventure,7
11100000,Comedy,7
11100000,Fantasy,7
13651662,Drama,9
13651662,Sport,9
11030963,Biography,8
11030963,Drama,8
11030963,Thriller,8
11030963,War,8
10769960,Drama,10
10769960,History,10
10769960,War,10
10911750,Drama,3
10911750,War,3
10719367,Drama,3
10719367,Music,3
10719367,Mystery,3
10719367,Romance,3
10719367,Thriller,3
10114315,Drama,8
10114315,Mystery,8
10114315,Thriller,8
49122319,Horror,8
49122319,Horror,8
49122319,Thriller,8
49122319,Thriller,8
10070000,Comedy,4
10070000,Drama,4
10070000,Romance,4
10324441,Action,9
10324441,Drama,9
10324441,Thriller,9
7156933,Comedy,10
7156933,Drama,10
9286314,Action,5
9286314,Crime,5
9286314,Drama,5
9286314,Thriller,5
56692,Adventure,9
56692,Drama,9
5654777,Action,9
5654777,Comedy,9
5654777,Crime,9
5654777,Drama,9
5654777,Thriller,9
5516708,Comedy,3
5516708,Romance,3
5128124,Biography,9
5128124,Drama,9
5128124,Sport,9
34014398,Action,8
34014398,Action,8
34014398,Adventure,8
34014398,Adventure,8
34014398,Crime,8
34014398,Crime,8
34014398,Drama,8
34014398,Drama,8
34014398,Thriller,8
34014398,Thriller,8
4064333,Action,3
4064333,Comedy,3
4064333,Sci-Fi,3
4006906,Comedy,4
4006906,Crime,4
3073392,Drama,5
3073392,Mystery,5
3073392,Sci-Fi,5
3073392,Thriller,5
1550000,Action,10
1550000,Adventure,10
1550000,Fantasy,10
1550000,Horror,10
871527,Crime,5
871527,Drama,5
871527,Mystery,5
871527,Thriller,5
12495865,Fantasy,10
777423,Biography,9
777423,Drama,9
777423,Sport,9
1186957,Drama,9
85433,Crime,1
85433,Drama,1
85433,Mystery,1
85433,Romance,1
1697956,Crime,9
1697956,Drama,9
183662,Comedy,9
183662,Drama,9
134904,Comedy,6
134904,Drama,6
134904,Romance,6
134904,Sport,6
16969390,Crime,10
16969390,Drama,10
16969390,Thriller,10
129115,Action,10
129115,Drama,10
34700000,Drama,12
34700000,Drama,12
34700000,Romance,12
34700000,Romance,12
717753,Adventure,5
717753,Drama,5
109713132,Adventure,11
109713132,Comedy,11
109713132,Sci-Fi,11
70269171,Drama,12
70269171,Sport,12
28772222,Action,12
28772222,Action,12
28772222,Crime,12
28772222,Crime,12
28772222,Sport,12
28772222,Sport,12
28772222,Thriller,12
28772222,Thriller,12
101334374,Horror,12
101334374,Mystery,12
1512815,Action,12
1512815,Drama,12
1512815,Western,12
65182182,Comedy,6
65182182,Romance,6
57262492,Comedy,2
57262492,Crime,2
80000000,Drama,2
80000000,Drama,2
80000000,Music,2
80000000,Music,2
80000000,Romance,2
80000000,Romance,2
74608545,Comedy,2
41895491,Comedy,9
41895491,Drama,9
41895491,Fantasy,9
39989008,Horror,11
39989008,Mystery,11
32662299,Comedy,4
32662299,Drama,4
32662299,Romance,4
31452765,Comedy,9
31452765,Romance,9
25167270,Comedy,5
25167270,Crime,5
25167270,Drama,5
32416109,Comedy,9
32416109,War,9
20218,Action,1
20218,Comedy,1
20218,Crime,1
20218,Thriller,1
28871190,Biography,12
28871190,Drama,12
16964743,Comedy,1
16964743,Romance,1
16290976,Adventure,7
16290976,Comedy,7
16290976,Family,7
16290976,Fantasy,7
16290976,Music,7
16290976,Sci-Fi,7
13000000,Adventure,10
13000000,Family,10
13000000,Fantasy,10
13000000,Music,10
13000000,Musical,10
12372410,Comedy,4
12372410,Sport,4
8427204,Comedy,12
8427204,Drama,12
8427204,Sport,12
9639242,Comedy,9
9639242,Romance,9
25003072,Comedy,8
25003072,Horror,8
6144806,Biography,9
6144806,Drama,9
6144806,Music,9
6144806,Musical,9
4308981,Comedy,3
4308981,Family,3
669276,Action,5
669276,Adventure,5
669276,Animation,5
669276,Comedy,5
669276,Fantasy,5
42880,Drama,12
42880,Romance,12
23225911,Action,11
23225911,Crime,11
23225911,Drama,11
23225911,Thriller,11
4710455,Adventure,9
4710455,Animation,9
4710455,Family,9
4710455,Fantasy,9
75590286,Adventure,9
75590286,Comedy,9
75590286,Horror,9
75590286,Sci-Fi,9
218051260,Action,12
218051260,Action,12
218051260,Action,12
218051260,Adventure,12
218051260,Adventure,12
218051260,Adventure,12
218051260,Drama,12
218051260,Drama,12
218051260,Drama,12
218051260,Romance,12
218051260,Romance,12
218051260,Romance,12
161487252,Comedy,11
161487252,Sport,11
290158751,Action,5
290158751,Adventure,5
290158751,Fantasy,5
290158751,Sci-Fi,5
65807024,Action,4
65807024,Comedy,4
65807024,Crime,4
65807024,Drama,4
65807024,Thriller,4
86930411,Comedy,NA
86930411,Crime,NA
53302314,Horror,3
53302314,Thriller,3
40962534,Drama,8
39235088,Horror,2
39235088,Sci-Fi,2
27338033,Comedy,3
27338033,Romance,3
25556065,Drama,10
25556065,Romance,10
25556065,Sci-Fi,10
15785632,Biography,12
15785632,Biography,12
15785632,Comedy,12
15785632,Comedy,12
15785632,Drama,12
15785632,Drama,12
15785632,Sport,12
15785632,Sport,12
21973182,Mystery,9
21973182,Thriller,9
4756,Adventure,12
4756,Family,12
4756,Fantasy,12
18653615,Comedy,9
18653615,Drama,9
12189514,Comedy,1
12189514,Comedy,1
12189514,Romance,1
12189514,Romance,1
13019253,Comedy,8
13019253,Crime,8
18934858,Action,11
18934858,Thriller,11
20763013,Adventure,7
20763013,Horror,7
20763013,Thriller,7
12782508,Drama,12
11508423,Biography,8
11508423,Comedy,8
11508423,Drama,8
11508423,Family,8
11508423,Sport,8
10660147,Drama,12
10660147,Romance,12
7434726,Action,8
7434726,Crime,8
7434726,Drama,8
7434726,Thriller,8
7434726,Western,8
6777589,Crime,9
6777589,Drama,9
6777589,Mystery,9
6777589,Thriller,9
6109075,Biography,4
6109075,Drama,4
2708188,Comedy,2
2708188,Drama,2
2708188,Romance,2
16123851,Drama,9
71975611,Fantasy,6
71975611,Horror,6
38119483,Adventure,6
38119483,Comedy,6
38119483,Sci-Fi,6
4190530,Drama,12
4190530,War,12
217631306,Drama,7
217631306,Fantasy,7
217631306,Romance,7
217631306,Thriller,7
176483808,Comedy,7
176483808,Romance,7
144833357,Comedy,11
144833357,Drama,11
144833357,Family,11
144833357,Fantasy,11
75597042,Drama,3
75597042,Family,3
75597042,Sport,3
90636983,Comedy,9
90636983,Family,9
90636983,Sport,9
70960517,Drama,6
70960517,Romance,6
55762229,Comedy,3
55762229,Sci-Fi,3
54235441,Comedy,8
54235441,Drama,8
50728000,Action,7
50728000,Crime,7
50728000,Drama,7
50728000,Mystery,7
50728000,Thriller,7
40270895,Drama,12
59696176,Biography,2
59696176,Drama,2
59696176,History,2
51483949,Action,9
51483949,Fantasy,9
51483949,Thriller,9
36020063,Drama,11
36020063,Thriller,11
33313582,Comedy,9
33313582,Crime,9
33313582,Drama,9
33313582,Thriller,9
25842000,Biography,12
25842000,Drama,12
25842000,Romance,12
22264487,Comedy,8
30659817,Comedy,11
30659817,Drama,11
5773519,Drama,11
5773519,Drama,11
5773519,Drama,11
5773519,Horror,11
5773519,Horror,11
5773519,Horror,11
5773519,Sci-Fi,11
5773519,Sci-Fi,11
5773519,Sci-Fi,11
5773519,Thriller,11
5773519,Thriller,11
5773519,Thriller,11
3108216,Thriller,5
19351569,Comedy,2
19351569,Crime,2
19351569,Romance,2
49002815,Comedy,8
49002815,Family,8
19283782,Crime,5
19283782,Drama,5
19283782,Romance,5
19283782,Thriller,5
30059386,Comedy,8
35799026,Action,7
35799026,Action,7
35799026,Adventure,7
35799026,Adventure,7
35799026,Romance,7
35799026,Romance,7
35799026,Sci-Fi,7
35799026,Sci-Fi,7
35799026,Thriller,7
35799026,Thriller,7
17951431,Crime,9
17951431,Drama,9
17951431,Mystery,9
17951431,Thriller,9
29997095,Comedy,2
29997095,Mystery,2
14252830,Comedy,4
14252830,Music,4
19783777,Action,11
19783777,Crime,11
19783777,Drama,11
19783777,Thriller,11
13555988,Adventure,8
13555988,Comedy,8
13555988,Family,8
13555988,Fantasy,8
12784713,Comedy,9
10696210,Action,5
10696210,Crime,5
10696210,Sci-Fi,5
10696210,Thriller,5
5974653,Action,9
5974653,Adventure,9
5974653,Fantasy,9
5974653,Sci-Fi,9
5974653,Thriller,9
5000000,Comedy,6
5000000,Drama,6
5000000,Musical,6
5000000,Romance,6
5000000,War,6
9694105,Comedy,8
9694105,Family,8
9694105,Romance,8
16027866,Action,8
16027866,Crime,8
16027866,Thriller,8
4829497,Drama,9
4829497,Romance,9
4398392,Drama,9
4398392,Thriller,9
4398392,War,9
1050445,Drama,5
1050445,History,5
1050445,Music,5
1050445,Romance,5
1050445,War,5
13746550,Action,8
13746550,Comedy,8
13746550,Romance,8
20668843,Comedy,1
20668843,Crime,1
20668843,Thriller,1
2963012,Drama,9
2963012,Mystery,9
2963012,Thriller,9
1796024,Drama,9
1796024,Thriller,9
634277,Comedy,1
634277,History,1
11326836,Crime,11
11326836,Drama,11
11326836,Thriller,11
49024969,Crime,8
49024969,Drama,8
49024969,Mystery,8
49024969,Thriller,8
22294341,Adventure,12
22294341,Comedy,12
24362501,Crime,3
24362501,Drama,3
24362501,Thriller,3
16684352,Comedy,4
16684352,Romance,4
46700000,Action,6
46700000,Adventure,6
46700000,Thriller,6
52008288,Animation,6
52008288,Comedy,6
52008288,Fantasy,6
52008288,Musical,6
8579684,Comedy,2
8579684,Comedy,2
42660000,Action,3
42660000,Adventure,3
42660000,Comedy,3
42660000,Family,3
42660000,Fantasy,3
42660000,Sci-Fi,3
40219708,Drama,9
40219708,Sport,9
132088910,Comedy,9
132088910,Drama,9
132088910,Romance,9
36581633,Biography,1
36581633,Crime,1
36581633,Drama,1
37721949,Drama,11
25296447,Action,10
25296447,Crime,10
25296447,Thriller,10
24848292,Action,3
24848292,Drama,3
24848292,Sport,3
17757087,Horror,3
17757087,Sci-Fi,3
17757087,Thriller,3
9430988,Comedy,6
9430988,Drama,6
9430988,Romance,6
16284360,Comedy,5
16284360,Drama,5
6830957,Drama,9
6830957,Romance,9
24104113,Drama,9
24104113,Mystery,9
24104113,Thriller,9
15593,Comedy,7
15593,Drama,7
15593,Romance,7
958319,Drama,3
69700000,Comedy,7
69700000,Musical,7
2840417,Horror,2
2840417,Sci-Fi,2
2840417,Thriller,2
242374454,Action,6
242374454,Adventure,6
173585516,Adventure,11
173585516,Comedy,11
173585516,Family,11
128300000,Drama,11
128300000,Sci-Fi,11
20259297,Drama,8
20259297,Horror,8
20259297,Sci-Fi,8
20259297,Thriller,8
153665036,Action,5
153665036,Comedy,5
153665036,Crime,5
153665036,Thriller,5
132541238,Comedy,3
130727000,Crime,1
130727000,Drama,1
130727000,Horror,1
130727000,Thriller,1
121697350,Comedy,2
121697350,Music,2
117224271,Action,10
117224271,Comedy,10
117224271,Documentary,10
102922376,Adventure,6
102922376,Horror,6
102922376,Thriller,6
94497271,Adventure,9
94497271,Comedy,9
94497271,Drama,9
94497271,Family,9
94497271,Romance,9
137387272,Horror,6
137387272,Mystery,6
137387272,Thriller,6
82301521,Adventure,1
82301521,Comedy,1
82301521,Family,1
82301521,Romance,1
84518155,Comedy,6
80050171,Drama,4
80050171,Drama,4
80050171,Mystery,4
80050171,Mystery,4
80050171,Thriller,4
80050171,Thriller,4
81257845,Comedy,9
81257845,Music,9
70360285,Action,7
70360285,Adventure,7
70360285,Fantasy,7
70360285,Sci-Fi,7
70360285,Thriller,7
12831121,Drama,7
12831121,Drama,7
12831121,Mystery,7
12831121,Mystery,7
12831121,Romance,7
12831121,Romance,7
12831121,Thriller,7
12831121,Thriller,7
69148997,Comedy,6
69148997,Crime,6
82624961,Comedy,9
82624961,Drama,9
67325559,Adventure,4
67325559,Comedy,4
67325559,Drama,4
67325559,Family,4
67325559,Mystery,4
62933793,Drama,3
62933793,Family,3
62933793,Music,3
62933793,Romance,3
56667870,Biography,8
56667870,Drama,8
56667870,History,8
56398162,Comedy,8
56398162,Drama,8
56398162,Music,8
56398162,Romance,8
60072596,Comedy,3
60072596,Drama,3
60072596,Romance,3
56362352,Fantasy,12
56362352,Romance,12
56154094,Drama,5
56154094,Romance,5
65623128,Comedy,6
65623128,Crime,6
65623128,Drama,6
55461307,Comedy,7
55461307,Comedy,7
48546578,Comedy,2
48546578,Romance,2
48423368,Adventure,1
48423368,Animation,1
48423368,Family,1
48423368,Fantasy,1
52066000,Biography,11
52066000,Drama,11
52066000,History,11
47887943,Adventure,2
47887943,Animation,2
47887943,Family,2
47887943,Musical,2
46363118,Drama,2
46363118,Horror,2
46363118,Mystery,2
46363118,Thriller,2
47852604,Drama,3
47852604,Mystery,3
47852604,Thriller,3
45542421,Animation,2
45542421,Comedy,2
45542421,Drama,2
45542421,Family,2
45542421,Musical,2
41573740,Horror,7
41573740,Mystery,7
41573740,Thriller,7
42652003,Adventure,6
42652003,Family,6
39737645,Adventure,1
39737645,Comedy,1
37567440,Adventure,4
37567440,Adventure,4
37567440,Fantasy,4
37567440,Fantasy,4
44988180,Biography,9
44988180,Crime,9
44988180,Drama,9
44988180,History,9
39263506,Crime,9
39263506,Drama,9
39263506,Thriller,9
39143839,Horror,10
39143839,Thriller,10
37672350,Comedy,8
37672350,Drama,8
37672350,Romance,8
38037513,Adventure,7
38037513,Comedy,7
38037513,Fantasy,7
38037513,Music,7
38037513,Sci-Fi,7
37442180,Comedy,10
37442180,Drama,10
37442180,Romance,10
37442180,Thriller,10
35596227,Crime,9
35596227,Drama,9
35596227,Thriller,9
35422828,Biography,3
35422828,Drama,3
35422828,Music,3
36658108,Comedy,8
34300771,Drama,5
34290142,Comedy,9
34290142,Drama,9
33422556,Drama,10
33422556,Mystery,10
32774834,Action,10
32774834,Comedy,10
34334256,Horror,1
34334256,Thriller,1
32051917,Crime,10
32051917,Drama,10
32051917,Mystery,10
32051917,Thriller,10
32014289,Comedy,4
31838002,Biography,10
31838002,Drama,10
31838002,History,10
36874745,Action,2
36874745,Adventure,2
36874745,Drama,2
36874745,Mystery,2
30079316,Horror,10
35033759,Adventure,11
35033759,Comedy,11
29753944,Crime,3
29753944,Drama,3
29753944,Mystery,3
29753944,Thriller,3
29062561,Crime,10
29062561,Thriller,10
31146570,Drama,9
31146570,Thriller,9
27277055,Comedy,3
27277055,Drama,3
27277055,Music,3
27277055,Romance,3
26876529,Horror,1
26876529,Mystery,1
53146000,Crime,1
53146000,Drama,1
53146000,Thriller,1
30028592,Crime,2
30028592,Drama,2
30028592,Romance,2
30028592,Thriller,2
34126138,Drama,3
34126138,Fantasy,3
34126138,Romance,3
34126138,Sci-Fi,3
25677801,Comedy,9
25677801,Family,9
25677801,Romance,9
26415649,Action,4
26415649,Crime,4
26415649,Drama,4
26415649,Thriller,4
26003149,Action,7
26003149,Comedy,7
26003149,Sci-Fi,7
25584685,Comedy,6
25584685,Crime,6
25584685,Family,6
25584685,Mystery,6
25584685,Romance,6
25584685,Thriller,6
29975979,Action,9
29975979,Horror,9
29975979,Sci-Fi,9
29975979,Thriller,9
31584722,Comedy,3
31584722,Romance,3
23179303,Adventure,6
23179303,Comedy,6
23179303,Family,6
23179303,Romance,6
23078294,Horror,3
23078294,Thriller,3
21413105,Action,10
21413105,Adventure,10
21413105,Drama,10
21413105,Romance,10
21413105,Western,10
25077977,Adventure,9
25077977,Animation,9
25077977,Comedy,9
25077977,Family,9
25077977,Romance,9
23292105,Action,9
23292105,Fantasy,9
23292105,Horror,9
23292105,Thriller,9
26870825,Comedy,4
26870825,Drama,4
26870825,Sport,4
20916309,Comedy,8
20916309,Family,8
20916309,Fantasy,8
21200000,Comedy,5
21200000,Crime,5
21200000,Drama,5
28876924,Adventure,7
28876924,Crime,7
28876924,Mystery,7
28876924,Sci-Fi,7
28876924,Thriller,7
20207003,Crime,9
20207003,Drama,9
20207003,Western,9
20241395,Action,4
20241395,Horror,4
20241395,Thriller,4
32000000,Horror,6
32000000,Mystery,6
32000000,Thriller,6
19151864,Comedy,9
19151864,Romance,9
23393765,Drama,2
23393765,Romance,2
18882880,Comedy,5
18882880,Drama,5
8500000,Comedy,7
18252684,Comedy,9
18252684,Drama,9
18252684,Family,9
19661987,Drama,3
18352454,Adventure,9
18352454,Biography,9
18352454,Drama,9
17803796,Comedy,9
17529157,Adventure,10
17529157,Drama,10
17529157,Horror,10
17529157,Mystery,10
17529157,Thriller,10
25753840,Crime,1
25753840,Fantasy,1
25753840,Horror,1
18081626,Animation,2
18081626,Family,2
18081626,Fantasy,2
18081626,Mystery,2
17518220,Comedy,11
17518220,Drama,11
17518220,Romance,11
17104669,Action,9
17104669,Comedy,9
17104669,Crime,9
17104669,Fantasy,9
16988996,Comedy,7
16988996,Family,7
16988996,Music,7
16988996,Musical,7
15797907,Drama,10
16248701,Drama,9
15712072,Action,9
15712072,Crime,9
15712072,Drama,9
15712072,Thriller,9
191449475,Drama,11
191449475,Drama,11
191449475,Fantasy,11
191449475,Fantasy,11
191449475,Romance,11
191449475,Romance,11
15408822,Comedy,1
15408822,Romance,1
15464026,Comedy,7
15464026,Romance,7
14359793,Crime,9
14359793,Documentary,9
14359793,News,9
8000000,Biography,2
8000000,Drama,2
8000000,History,2
14174654,Comedy,8
15988876,Action,12
15988876,Crime,12
15988876,Thriller,12
13801755,Action,11
13801755,Comedy,11
13801755,Crime,11
13801755,Thriller,11
13987482,Comedy,9
13987482,Romance,9
14291570,Action,4
14291570,Adventure,4
14291570,Sci-Fi,4
14291570,Thriller,4
12181484,Comedy,4
13630226,Action,4
13630226,Crime,4
13630226,Sci-Fi,4
13630226,Thriller,4
13383737,Comedy,9
13383737,Crime,9
13391174,Biography,10
13391174,Drama,10
13391174,History,10
12987647,Drama,9
12987647,Mystery,9
12987647,Romance,9
12987647,Thriller,9
12987647,War,9
12469811,Comedy,10
12469811,Drama,10
12398628,Action,5
12398628,Crime,5
12398628,Drama,5
12398628,Sport,5
13214030,Comedy,9
13214030,Drama,9
13214030,Fantasy,9
13214030,Romance,9
12232937,Action,3
12232937,Crime,3
12232937,Thriller,3
12134420,Drama,9
12134420,Fantasy,9
12134420,Horror,9
12134420,Mystery,9
11784000,Action,5
11784000,Comedy,5
11784000,Family,5
11169531,Comedy,1
11034436,Comedy,9
11034436,Drama,9
11034436,Music,9
11034436,War,9
12626905,Action,2
12626905,Crime,2
12626905,Drama,2
12626905,Thriller,2
10569071,Comedy,8
10544143,Comedy,10
10544143,Romance,10
13650738,Comedy,10
13650738,Drama,10
10555348,Comedy,12
10555348,Crime,12
9714482,Comedy,9
9714482,Musical,9
9714482,Romance,9
8579684,Comedy,2
8579684,Comedy,2
9525276,Action,8
9525276,Crime,8
9525276,Thriller,8
8855646,Adventure,11
8855646,Drama,11
9109322,Comedy,8
9109322,Family,8
9109322,Sci-Fi,8
8326035,Action,9
8326035,Comedy,9
8326035,Crime,9
8104069,Action,1
8104069,Comedy,1
8104069,Crime,1
8054280,Comedy,4
8054280,Crime,4
8054280,Music,4
8093318,Comedy,10
8093318,Crime,10
8093318,Drama,10
8093318,Mystery,10
8093318,Romance,10
7382993,Adventure,2
7382993,Animation,2
7382993,Comedy,2
7382993,Family,2
7382993,Fantasy,2
8888355,Drama,9
8888355,Music,9
7001720,Comedy,10
7001720,Fantasy,10
7268659,Action,9
7268659,Comedy,9
7268659,Crime,9
7268659,Thriller,9
6852144,Drama,3
6852144,Horror,3
6852144,Sci-Fi,3
6852144,Thriller,3
6563357,Adventure,2
6563357,Comedy,2
6201757,Biography,9
6201757,Comedy,9
6201757,Drama,9
6201757,History,9
6201757,Music,9
6201757,Musical,9
6420319,Drama,4
6420319,War,4
5702083,Biography,9
5702083,Drama,9
5702083,Thriller,9
5480996,Animation,5
5480996,Drama,5
